2022-04-01 04:00:00,453.6800,453.6800,453.5500,453.6000,1200
2022-04-01 04:01:00,453.8100,453.9400,453.7600,453.9400,1500
2022-04-01 04:02:00,453.7900,453.8600,453.7400,453.7900,658
2022-04-01 04:03:00,453.7600,453.9000,453.7600,453.9000,1783
2022-04-01 04:04:00,453.9500,453.9500,453.8600,453.9100,616
2022-04-01 04:05:00,453.9300,453.9600,453.9300,453.9600,220
2022-04-01 04:06:00,453.8600,453.8600,453.8200,453.8200,2700
2022-04-01 04:07:00,453.8000,453.8800,453.8000,453.8800,3910
2022-04-01 04:11:00,453.9500,453.9500,453.9500,453.9500,106
2022-04-01 04:12:00,453.9900,453.9900,453.9900,453.9900,235
2022-04-01 04:13:00,453.8100,453.8100,453.8100,453.8100,200
2022-04-01 04:15:00,453.7600,453.8000,453.7400,453.8000,2000
2022-04-01 04:16:00,453.7000,453.7000,453.7000,453.7000,100
2022-04-01 04:19:00,453.5800,453.5800,453.5800,453.5800,800
2022-04-01 04:21:00,453.8000,453.8000,453.8000,453.8000,436
2022-04-01 04:22:00,453.7100,453.7100,453.7100,453.7100,200
2022-04-01 04:23:00,453.8200,453.9200,453.8200,453.9200,380
2022-04-01 04:24:00,453.8600,453.8600,453.8600,453.8600,100
2022-04-01 04:25:00,453.8400,453.8400,453.8400,453.8400,262
2022-04-01 04:26:00,453.9000,453.9500,453.9000,453.9100,800
2022-04-01 04:27:00,453.8500,453.8600,453.8500,453.8600,500
2022-04-01 04:29:00,453.9000,453.9000,453.9000,453.9000,100
2022-04-01 04:30:00,453.8300,453.8300,453.8000,453.8000,4000
2022-04-01 04:43:00,453.8300,453.8300,453.8300,453.8300,100
2022-04-01 04:44:00,454.0000,454.0100,454.0000,454.0100,208
2022-04-01 04:45:00,454.0600,454.0600,454.0600,454.0600,100
2022-04-01 04:49:00,454.0300,454.0800,454.0000,454.0000,3400
2022-04-01 04:50:00,454.0100,454.0200,454.0100,454.0100,460
2022-04-01 04:51:00,454.0200,454.0200,454.0200,454.0200,500
2022-04-01 04:54:00,454.0100,454.0300,454.0100,454.0300,1100
2022-04-01 04:55:00,453.9500,453.9500,453.9500,453.9500,499
2022-04-01 04:56:00,453.9600,454.0000,453.9600,454.0000,16500
2022-04-01 04:57:00,454.0000,454.0000,453.9900,453.9900,2350
2022-04-01 04:58:00,453.9900,454.0000,453.9900,454.0000,627
2022-04-01 04:59:00,454.0100,454.0100,454.0100,454.0100,500
2022-04-01 05:01:00,453.7700,453.7700,453.7600,453.7600,400
2022-04-01 05:02:00,453.7700,453.7700,453.7700,453.7700,200
2022-04-01 05:05:00,453.8000,453.8000,453.8000,453.8000,500
2022-04-01 05:11:00,453.6500,453.6500,453.6200,453.6300,3400
2022-04-01 05:16:00,453.7200,453.7200,453.7000,453.7000,2571
2022-04-01 05:21:00,453.6600,453.6600,453.6600,453.6600,100
2022-04-01 05:22:00,453.8400,454.2800,453.8400,454.2800,3073
2022-04-01 05:23:00,454.0400,454.0400,453.6500,453.7000,5300
2022-04-01 05:25:00,453.9500,453.9600,453.9100,453.9100,1000
2022-04-01 05:27:00,453.9100,453.9100,453.9100,453.9100,500
2022-04-01 05:28:00,453.9100,453.9100,453.9100,453.9100,7200
2022-04-01 05:29:00,453.9700,454.0000,453.9700,454.0000,840
2022-04-01 05:30:00,453.9900,454.3600,453.9900,454.3500,500
2022-04-01 05:31:00,454.3800,454.3800,454.3400,454.3400,1100
2022-04-01 05:32:00,454.3300,454.3400,454.3300,454.3400,5600
2022-04-01 05:33:00,454.3400,454.3900,454.3400,454.3900,400
2022-04-01 05:34:00,454.3300,454.3300,454.3000,454.3200,10800
2022-04-01 05:35:00,454.3000,454.3000,454.3000,454.3000,111
2022-04-01 05:37:00,454.2500,454.2500,454.2500,454.2500,209
2022-04-01 05:38:00,454.2100,454.2100,454.2100,454.2100,200
2022-04-01 05:39:00,454.2400,454.2400,454.2300,454.2300,621
2022-04-01 05:41:00,454.1800,454.1800,454.1200,454.1200,300
2022-04-01 05:43:00,454.0200,454.0200,453.9700,454.0000,1500
2022-04-01 05:44:00,454.0500,454.0900,454.0500,454.0900,1300
2022-04-01 05:45:00,454.0400,454.0900,454.0400,454.0900,200
2022-04-01 05:46:00,454.1500,454.1500,454.1100,454.1100,462
2022-04-01 05:47:00,454.0500,454.0500,454.0500,454.0500,240
2022-04-01 05:48:00,453.9500,453.9500,453.9200,453.9200,500
2022-04-01 05:50:00,454.0500,454.0500,454.0500,454.0500,500
2022-04-01 05:51:00,454.1000,454.1000,454.1000,454.1000,709
2022-04-01 05:52:00,454.2500,454.2500,454.2500,454.2500,100
2022-04-01 05:53:00,454.3100,454.3100,454.3100,454.3100,200
2022-04-01 05:54:00,454.2800,454.2800,454.2800,454.2800,100
2022-04-01 05:57:00,454.3500,454.3500,454.3500,454.3500,100
2022-04-01 05:58:00,454.2500,454.3500,454.2500,454.3500,400
2022-04-01 06:01:00,454.3600,454.5000,454.3600,454.5000,4895
2022-04-01 06:02:00,454.5000,454.5700,454.5000,454.5500,20799
2022-04-01 06:03:00,454.5500,454.5500,454.5400,454.5500,2516
2022-04-01 06:04:00,454.4100,454.4100,454.3100,454.3100,1487
2022-04-01 06:05:00,454.3300,454.3300,454.3300,454.3300,200
2022-04-01 06:06:00,454.3100,454.3100,454.3000,454.3000,1600
2022-04-01 06:10:00,454.4100,454.4200,454.4100,454.4200,1500
